tweet_id,timestamp_1,likes,retweets,replies,polarity,subjectivity,clean_text
1228831346459459587,2020-02-15 23:59:58,0,0,0,0.0,0.0,¡Fajita me por favor! Hold the corona virus.  (@ Don Peppers Mexican Grill  Cantina) on #Yelp
1228831344186347520,2020-02-15 23:59:57,2,0,0,0.0,0.0,Does Chris Sale have the Coronavirus?!
1228831341619314689,2020-02-15 23:59:57,0,0,0,0.5,0.9,China coronavirus outbreak: All the latest updates 
1228831330047332352,2020-02-15 23:59:54,0,0,0,0.1,0.3,"China’s Leader, Under Fire, Says He Led Coronavirus Fight Early On "
1228831309566361600,2020-02-15 23:59:49,4,0,1,0.8,0.7,Lol corona virus is in my home town and the media is hiding it LMFAO
1228831307720990720,2020-02-15 23:59:48,0,0,0,-0.25,0.5,The gross and uncomfortable way doctors test for the coronavirus SEE DETAILS AT ==>  #virus #coronavirus #sars #flu #china #trump #tiktokpic.twitter.com/rOkmxVLTos
1228831302742396928,2020-02-15 23:59:47,0,0,0,0.0,0.0,What Will It Take to Stop Coronavirus?  TRADE GOODS IN A CRISIS WITH==>  #virus #coronavirus #sars #flu #china #trump #tiktokpic.twitter.com/IBkDQcyOak
1228831301471481862,2020-02-15 23:59:47,3,1,0,0.0,0.0,"My condolences go out to his family, friends and co-workers. But I would still like to know the cause of death and official  #coronavirus test results from crew member on #anthemoftheseas #cruise ship. Why no closure on this?"
1228831346459459587,2020-02-15 23:59:58,0,0,0,0.0,0.0,¡Fajita me por favor! Hold the corona virus.  (@ Don Peppers Mexican Grill  Cantina) on #Yelp
1228831344186347520,2020-02-15 23:59:57,2,0,0,0.0,0.0,Does Chris Sale have the Coronavirus?!
1228831341619314689,2020-02-15 23:59:57,0,0,0,0.5,0.9,China coronavirus outbreak: All the latest updates 
1228831330047332352,2020-02-15 23:59:54,0,0,0,0.1,0.3,"China’s Leader, Under Fire, Says He Led Coronavirus Fight Early On "
1228831309566361600,2020-02-15 23:59:49,4,0,1,0.8,0.7,Lol corona virus is in my home town and the media is hiding it LMFAO
1228831307720990720,2020-02-15 23:59:48,0,0,0,-0.25,0.5,The gross and uncomfortable way doctors test for the coronavirus SEE DETAILS AT ==>  #virus #coronavirus #sars #flu #china #trump #tiktokpic.twitter.com/rOkmxVLTos
1228831302742396928,2020-02-15 23:59:47,0,0,0,0.0,0.0,What Will It Take to Stop Coronavirus?  TRADE GOODS IN A CRISIS WITH==>  #virus #coronavirus #sars #flu #china #trump #tiktokpic.twitter.com/IBkDQcyOak
1228831301471481862,2020-02-15 23:59:47,3,1,0,0.0,0.0,"My condolences go out to his family, friends and co-workers. But I would still like to know the cause of death and official  #coronavirus test results from crew member on #anthemoftheseas #cruise ship. Why no closure on this?"
1228831287953113093,2020-02-15 23:59:44,0,0,0,0.0,0.0,I pray with lord 'Pashupati Nath' no one would be infected Corona virus
1228831280537559040,2020-02-15 23:59:42,0,0,0,0.0,0.0,NYC cabbies avoiding Chinese neighborhoods over coronavirus fears  via 
