tweet_id,timestamp_1,likes,retweets,replies,polarity,subjectivity,clean_text
1234991946168328192,2020-03-03 23:59:59,2,0,0,0.125,0.2875,"Just finished trying to explain to. Floridian why CoronaVirus is not the same thing as the flu.Provided links to sources,explained it’s more similar to SARS.She said since the symptoms are the same they are the same.Explained difference is time that you can be asymptomatic smh"
1234991946092826625,2020-03-03 23:59:59,1,0,0,0.0,0.0,Life’s a scam corona virus come take me now
1234991942452183040,2020-03-03 23:59:58,0,0,0,-0.0833,0.1056,"Pictured here, #NIAID Director #AnthonyFauci fights his way past  gatekeepers to tell truth to the American public about #COVID19 #DoomEternalpic.twitter.com/4Y0AFOQp5i"
1234991941357490182,2020-03-03 23:59:58,2,0,0,0.1333,0.5833,Arnold classic is canceled cause of the corona virus. Wow
1234991939079921665,2020-03-03 23:59:57,7,1,1,0.2333,0.2556,"As someone who is sincerely hoping to go to ECCC in 8 days, it really saddens me to see a bunch of people pulling out because of coronavirus fears--like, I get it, but I also think a lot of the fears the public have are fueled by fearmongering and panic."
1234991938983452673,2020-03-03 23:59:57,2,1,0,0.1364,0.4545,New images released from the World Health Organisation (WHO) about how to reduce the risk of contracting coronavirus. #Covid_19pic.twitter.com/352qPKl4AY
1234991946168328192,2020-03-03 23:59:59,2,0,0,0.125,0.2875,"Just finished trying to explain to. Floridian why CoronaVirus is not the same thing as the flu.Provided links to sources,explained it’s more similar to SARS.She said since the symptoms are the same they are the same.Explained difference is time that you can be asymptomatic smh"
1234991946092826625,2020-03-03 23:59:59,1,0,0,0.0,0.0,Life’s a scam corona virus come take me now
1234991942452183040,2020-03-03 23:59:58,0,0,0,-0.0833,0.1056,"Pictured here, #NIAID Director #AnthonyFauci fights his way past  gatekeepers to tell truth to the American public about #COVID19 #DoomEternalpic.twitter.com/4Y0AFOQp5i"
1234991941357490182,2020-03-03 23:59:58,2,0,0,0.1333,0.5833,Arnold classic is canceled cause of the corona virus. Wow
1234991939079921665,2020-03-03 23:59:57,7,1,1,0.2333,0.2556,"As someone who is sincerely hoping to go to ECCC in 8 days, it really saddens me to see a bunch of people pulling out because of coronavirus fears--like, I get it, but I also think a lot of the fears the public have are fueled by fearmongering and panic."
1234991938983452673,2020-03-03 23:59:57,2,1,0,0.1364,0.4545,New images released from the World Health Organisation (WHO) about how to reduce the risk of contracting coronavirus. #Covid_19pic.twitter.com/352qPKl4AY
1234991936940806144,2020-03-03 23:59:57,0,0,1,0.0,0.0,The Coronavirus is in michigan pray for me  hottie
1234991936836005889,2020-03-03 23:59:57,5,0,0,0.0,0.0,Coronavirus preparations nearing completion pic.twitter.com/iF4dXRz1lg
1234991936278155266,2020-03-03 23:59:57,0,0,0,0.0821,0.4107,"I'd be curious to know how Tinder is affected (and also gay hookup apps like Grindr). You'd expect them to suffer due to lowered social contact, but perhaps relative to normal STDs coronavirus isn't much of an additional concern?"
1234991934105505793,2020-03-03 23:59:56,0,0,1,0.5,0.5,"This has made me contemplate life in seclusion bc of coronavirus
Vs
Life without a phone....

You doing ok?
Praying for you"
1234991934067757056,2020-03-03 23:59:56,0,0,0,-0.4333,0.6,These Photos Show The Dramatic Impact Of The Coronavirus On Tourism And Travel  via 
1234991931760885761,2020-03-03 23:59:56,2,0,0,-0.6667,1.0,"It’s impossible for me to get the corona virus. 

I’d have to leave my house for that."
1234991931559538688,2020-03-03 23:59:56,0,0,0,0.2,0.2,    now it really looks like they are hiding something. #TrumpVirusCoverup #CoronavirusOutbreak #COVID19 
1234991931505049600,2020-03-03 23:59:56,0,0,0,0.6,1.0,Lmao how is saying as A JOKE that someone has corona virus racist also can you please tell me what those girls are doing on stage because I see microphones on them but like I don’t see them singing or are they just lip syncing?
1234991931198885888,2020-03-03 23:59:56,3,0,1,0.35,0.3,When washing hands & internally singing #HappyBirthday do I go into Hip Horray and For s/he' a jolly good... after song? #CoronaVirus
1234991930968174592,2020-03-03 23:59:56,4,4,0,0.175,0.325,"Just announced on  

All employees to have paid mandatory leave to avoid the spread of the COVID-19 novel coronavirus starting from March 5, 2020. Offices will resume after 2 weeks of the mandatory closure.  full article here:

"
1234991929558847488,2020-03-03 23:59:55,0,0,0,0.5,0.5,Stop the spread of germs! Visit  to learn more about #Coronavirus. pic.twitter.com/aFJA1azW07
1234991928640323586,2020-03-03 23:59:55,0,0,0,1.0,0.3,The best thing to do is inform yourself.  #coronavirus #scammers #misinformationpic.twitter.com/VCjM5auyxZ
