tweet_id,timestamp_1,likes,retweets,replies,polarity,subjectivity,clean_text
1232817619767582720,2020-02-26 23:59:59,308,36,5,-0.75,1.0,"PENCE: By the grace of God Ive found the coronavirus cure!

RESEARCHER: (sighing) is it prayer Mike? 

PENCE: ... Yeah. It’s prayer "
1232817619750674432,2020-02-26 23:59:59,1,0,0,0.125,0.325,How many of Individual 1’s friends and buddies will financially benefit from the billions proposed to fight coronavirus? Which companies will get in on the cash windfall? Are these companies connected to the current administration???
1232817619339825152,2020-02-26 23:59:59,0,0,0,-0.306,0.6679,Mike pence have a special talent to deal with the Coronavirus? WTF is this....!!!! Hahahaha  we are fuck..!!! #NeverTrump      
1232817619100676098,2020-02-26 23:59:59,2,1,1,0.0,0.5,My brother works in a Virginia emergency room.  Two weeks ago he legit had a couple walk in with colds thinking they had Coronavirus because they were drinking Corona beer earlier that day.  I wish I was kidding.
1232817619033632775,2020-02-26 23:59:59,0,0,0,0.2,0.9,Why would anyone with a brain listen to trump rattle on about the coronavirus. He knows absolutely nothing.
1232817617762693122,2020-02-26 23:59:59,1,0,0,0.5,0.8889,I'm sure he's praying for the victims of corona virus.
1232817617443999745,2020-02-26 23:59:59,0,0,0,0.0,0.0,"Think the #coronavirus has no impact on the US? Think again: 
#TranzActTechnologies #coronavirususa #coronavirusupdates #COVID19 #transportation #logistics #portoflongbeach"
1232817617188085764,2020-02-26 23:59:59,0,0,0,0.0,0.0,Watching the press briefing for the Corona Virus why doesn't Mike Pence just say hey Mr. President your farts taste like honey um um your the tops daddy what a ass wipe.
1232817617162919937,2020-02-26 23:59:59,0,0,0,0.1071,0.4405,"Usually like being right.
Not at the moment
So did not want to be right.
#TalkingTo25MillionHands
#auspol
#AustraliaIsCustard
#COVID2019"
1232817617003433984,2020-02-26 23:59:59,0,0,0,0.0,0.0,"President Trump addresses US concerns over coronavirus threat

"
