tweet_id,timestamp_1,likes,retweets,replies,polarity,subjectivity,clean_text
1222308371044302848,2020-01-28 23:59:59,5,0,0,0.3167,0.5167,I'll definitely do a cap-raise bet. This Coronavirus will give Musk the perfect excuse to do it before summer.
1222308366980014081,2020-01-28 23:59:58,0,0,0,0.0,0.0,We Made the Coronavirus Epidemic 
1222308366422245376,2020-01-28 23:59:58,0,0,0,-0.2306,0.4028,"Hard to think of worse timing.  With the coronavirus outbreak, they should suspend Ice enforcement at hospitals, have subsidies for families under or uninsured. The last thing you want to do is make people think twice about seeking diagnosis and treatment of communicable disease"
1222308360483213312,2020-01-28 23:59:57,1,0,1,0.1,0.9,"Maybe now that's it confirmed that the coronavirus in Europe has no connection to China, people will stop being racist sacks of shit."
1222308359073824768,2020-01-28 23:59:56,0,0,0,0.0,0.0,"And so it begins .... 

China confirms 131 deaths as coronavirus spreads to multiple countries  "
1222308357316521984,2020-01-28 23:59:56,2,1,0,0.0,0.0,"Coronavirus causes business travel issues for Americans in China
"
1222308356183846912,2020-01-28 23:59:56,0,0,0,0.3131,0.6589,"Don't own (yet) but feel that $KTD is making the right noises currently

Feel the coronavirus thing will be a tailwind for companies with squeaky clean supply chains selling into China"
1222308354963492867,2020-01-28 23:59:55,1,0,1,0.0833,0.1278,"Australian lab first outside of China to re-create coronavirus, helping vaccine push        via "
1222308353449308166,2020-01-28 23:59:55,0,0,0,0.0,0.0,nooo nuggy caught coronavirus
1222308352191012865,2020-01-28 23:59:55,2,0,0,0.15,0.3867,"First, no. The cause is unknown at this point. Second, people of Asian descent minding their own business halfway around the world have nothing—not a damn thing —to do with coronavirus except  that they may look kinda like the girl in the bat soup video."
1222308349875773441,2020-01-28 23:59:54,0,0,0,0.0,0.0,Report: China Deliberately Spreading Misinformation About Coronavirus To Convince World Health Authorities Outbreak Is Under Control 
1222308371044302848,2020-01-28 23:59:59,5,0,0,0.3167,0.5167,I'll definitely do a cap-raise bet. This Coronavirus will give Musk the perfect excuse to do it before summer.
1222308366980014081,2020-01-28 23:59:58,0,0,0,0.0,0.0,We Made the Coronavirus Epidemic 
1222308366422245376,2020-01-28 23:59:58,0,0,0,-0.2306,0.4028,"Hard to think of worse timing.  With the coronavirus outbreak, they should suspend Ice enforcement at hospitals, have subsidies for families under or uninsured. The last thing you want to do is make people think twice about seeking diagnosis and treatment of communicable disease"
1222308360483213312,2020-01-28 23:59:57,1,0,1,0.1,0.9,"Maybe now that's it confirmed that the coronavirus in Europe has no connection to China, people will stop being racist sacks of shit."
1222308359073824768,2020-01-28 23:59:56,0,0,0,0.0,0.0,"And so it begins .... 

China confirms 131 deaths as coronavirus spreads to multiple countries  "
1222308357316521984,2020-01-28 23:59:56,2,1,0,0.0,0.0,"Coronavirus causes business travel issues for Americans in China
"
1222308356183846912,2020-01-28 23:59:56,0,0,0,0.3131,0.6589,"Don't own (yet) but feel that $KTD is making the right noises currently

Feel the coronavirus thing will be a tailwind for companies with squeaky clean supply chains selling into China"
1222308354963492867,2020-01-28 23:59:55,1,0,1,0.0833,0.1278,"Australian lab first outside of China to re-create coronavirus, helping vaccine push        via "
1222308353449308166,2020-01-28 23:59:55,0,0,0,0.0,0.0,nooo nuggy caught coronavirus
1222308352191012865,2020-01-28 23:59:55,2,0,0,0.15,0.3867,"First, no. The cause is unknown at this point. Second, people of Asian descent minding their own business halfway around the world have nothing—not a damn thing —to do with coronavirus except  that they may look kinda like the girl in the bat soup video."
1222308349875773441,2020-01-28 23:59:54,0,0,0,0.0,0.0,Report: China Deliberately Spreading Misinformation About Coronavirus To Convince World Health Authorities Outbreak Is Under Control 
1222308342116356096,2020-01-28 23:59:52,3,0,1,0.05,1.0,"Flu kills thousands annually, Coronavirus “only” a couple hundred... so far. "
1222308338509082624,2020-01-28 23:59:51,4,0,0,0.0883,0.3636,"the sars and mers coronavirus (related to the new strain) don't survive longer than a few hours on surfaces. plus in the case of aliexpress, orders take weeks to process. not to mention packages go through ultraviolet treatment when travelling through customs. it's fine. christ."
1222308336126722048,2020-01-28 23:59:51,0,0,0,0.3333,0.1333,"Concerns around the economic impact of coronavirus have spread throughout the global market, according to Ameriprise Chief Market Strategist David Joy.  "
1222308332121350146,2020-01-28 23:59:50,14,5,25,0.0,0.0,"Opposition spokesman on Health, Dr. Morais Guy says this morning’s corona virus scare threw the country including the Ministry of Health and Wellness into panic mode.

He says this is proof that the ministry and country is not prepared.

"
1222308331727085568,2020-01-28 23:59:50,2,2,0,0.1746,0.464,"You have probably read or seen the news about the new #coronavirus illness that started in Wuhan, China. This new virus has been confirmed in people in many parts of China as well as several other countries,… "
1222308330821038081,2020-01-28 23:59:50,90,72,7,0.0,0.0,Head of Harvard chemistry charged with lying about ties to university in Chinese coronavirus hub 
1222308330816720896,2020-01-28 23:59:50,0,0,0,0.3333,0.1333,"Concerns around the economic impact of coronavirus have spread throughout the global market, according to Ameriprise Chief Market Strategist David Joy.  "
1222308330183499778,2020-01-28 23:59:49,0,0,0,0.125,0.1917,Australia scientists claim first re-creation of coronavirus outside China 
1222308327582887936,2020-01-28 23:59:49,0,0,0,0.2,0.1,They should have asked Hoax Man Trump what the coronavirus is. He probably thinks it’s a car built by Toyota that he wants to slap tariffs on.
1222308323749437440,2020-01-28 23:59:48,6,0,0,0.0,1.0,Damn I heard Corona is giving people a virus?? Thank god I only drink natty 
