tweet_id,timestamp_1,likes,retweets,replies,polarity,subjectivity,clean_text
1247313134349479936,2020-04-06 23:59:59,0,0,0,0.0,0.0,we will get through this together #Covid19
1247313133963747332,2020-04-06 23:59:59,0,0,0,0.0,0.0,"They fear #Trump2020. They created this version of #coronavirus
Just to get him out of office. Looks like the plan worked in the UK... "
1247313133544374273,2020-04-06 23:59:59,2,0,0,-0.375,0.7,"Like millions of others I don't see eye to eye with Boris Johnson but I hope he pulls through. Why? Because I'm human. I wouldn't wish this on my worst enemy. I've witnessed someone die of pneumonia and believe me it's NOT pretty. 
#GetWellBoris
#PrayForBoris
#COVID19"
1247313133368152064,2020-04-06 23:59:59,0,0,0,0.0,0.375,"And...A  house of Assembly speaker in one South West State put his name on BROMATE (Agege) bread and even added *1* to it.... To his people

See what a private institution is doing..

Those of you that know the name...please add the name before the ONE

#COVID19
#lockdowneffect"
1247313133053583365,2020-04-06 23:59:59,0,1,0,-0.2917,0.5417,Aldi pays staff bonus for hard work during coronavirus pandemic 
1247313132747403265,2020-04-06 23:59:59,1,0,0,0.0,0.0,. #Chattanooga rocks #innovation: #covid19 
1247313132306993153,2020-04-06 23:59:59,10,2,0,0.0,0.0,Millions of U.S. workers are being furloughed as the coronavirus brings the economy to a virtual standstill.  
1247313132164468736,2020-04-06 23:59:59,2,2,0,0.115,0.455,"She knew this & held a primary 2 days before, which accounts for MI having 3rd highest death count in the nation, absolutely no reason for this other than the fact that  doesn't care about the people of MI. Go look at OH numbers, they postponed their primary #COVID19 "
1247313130629345281,2020-04-06 23:59:58,0,0,0,-0.15,0.4, let's make this go viral #CoronaHoax #COVID19  because this life with no sports is getting fucking old yesterday.   fuck u bitch
1247313130172100609,2020-04-06 23:59:58,0,0,0,0.2,0.4625,"FEZZIK: “Why are you wearing a mask ? Were you burned by acid or something like that?”

Dread Pirate Roberts : “No, it’s just that they’re terribly comfortable. I think everyone will be wearing them in the future.”
#COVID19 #ThePrincessBrideKnowsAllpic.twitter.com/IYk82HgIJO"
1247313130021171201,2020-04-06 23:59:58,0,0,0,0.0,0.0,The Queen's Coronavirus broadcast: 'We will meet again' - BBC  via 
1247313129958244352,2020-04-06 23:59:58,0,0,0,0.0,0.0,U.K. Prime Minister Boris Johnson in intensive care for coronavirus  via 
1247313129744334855,2020-04-06 23:59:58,0,0,0,0.2333,0.3333,Okay I’m ready to get back to work now. Dayum #covıd #coronavirus I can’t say #allgasnobreaks or #WeWorkHarder #lordhelpme #tzputmeinamovie  
1247313129341673473,2020-04-06 23:59:58,0,0,1,-0.24,0.6133,Genuine question: Can anyone explain to me how it's not irresponsible for the #UFC to continue with #UFC249 given the fucking #GlobalPandemic infecting the world? I want to see fights as bad as anyone but so much about this seems wrong #Corona #coronavirus #COVID19
1247313134349479936,2020-04-06 23:59:59,0,0,0,0.0,0.0,we will get through this together #Covid19
1247313133963747332,2020-04-06 23:59:59,0,0,0,0.0,0.0,"They fear #Trump2020. They created this version of #coronavirus
Just to get him out of office. Looks like the plan worked in the UK... "
1247313133544374273,2020-04-06 23:59:59,2,0,0,-0.375,0.7,"Like millions of others I don't see eye to eye with Boris Johnson but I hope he pulls through. Why? Because I'm human. I wouldn't wish this on my worst enemy. I've witnessed someone die of pneumonia and believe me it's NOT pretty. 
#GetWellBoris
#PrayForBoris
#COVID19"
1247313133368152064,2020-04-06 23:59:59,0,0,0,0.0,0.375,"And...A  house of Assembly speaker in one South West State put his name on BROMATE (Agege) bread and even added *1* to it.... To his people

See what a private institution is doing..

Those of you that know the name...please add the name before the ONE

#COVID19
#lockdowneffect"
1247313133053583365,2020-04-06 23:59:59,0,1,0,-0.2917,0.5417,Aldi pays staff bonus for hard work during coronavirus pandemic 
1247313132306993153,2020-04-06 23:59:59,10,2,0,0.0,0.0,Millions of U.S. workers are being furloughed as the coronavirus brings the economy to a virtual standstill.  
1247313132164468736,2020-04-06 23:59:59,2,2,0,0.115,0.455,"She knew this & held a primary 2 days before, which accounts for MI having 3rd highest death count in the nation, absolutely no reason for this other than the fact that  doesn't care about the people of MI. Go look at OH numbers, they postponed their primary #COVID19 "
1247313130629345281,2020-04-06 23:59:58,0,0,0,-0.15,0.4, let's make this go viral #CoronaHoax #COVID19  because this life with no sports is getting fucking old yesterday.   fuck u bitch
1247313130172100609,2020-04-06 23:59:58,0,0,0,0.2,0.4625,"FEZZIK: “Why are you wearing a mask ? Were you burned by acid or something like that?”

Dread Pirate Roberts : “No, it’s just that they’re terribly comfortable. I think everyone will be wearing them in the future.”
#COVID19 #ThePrincessBrideKnowsAllpic.twitter.com/IYk82HgIJO"
1247313130021171201,2020-04-06 23:59:58,0,0,0,0.0,0.0,The Queen's Coronavirus broadcast: 'We will meet again' - BBC  via 
1247313129958244352,2020-04-06 23:59:58,0,0,0,0.0,0.0,U.K. Prime Minister Boris Johnson in intensive care for coronavirus  via 
1247313129744334855,2020-04-06 23:59:58,0,0,0,0.2333,0.3333,Okay I’m ready to get back to work now. Dayum #covıd #coronavirus I can’t say #allgasnobreaks or #WeWorkHarder #lordhelpme #tzputmeinamovie  
1247313129341673473,2020-04-06 23:59:58,0,0,1,-0.24,0.6133,Genuine question: Can anyone explain to me how it's not irresponsible for the #UFC to continue with #UFC249 given the fucking #GlobalPandemic infecting the world? I want to see fights as bad as anyone but so much about this seems wrong #Corona #coronavirus #COVID19
1247313127596752901,2020-04-06 23:59:58,0,0,0,0.0,0.0,"Ontario Providing One-time Financial Assistance During School and Child Care Closures.


#covid19"
1247313125902172160,2020-04-06 23:59:57,3,0,1,0.3095,0.5179,I still remember when everyone memed the corona virus and the bat soup. It escalated so quick when we should have done something about it right at that moment.
1247313125793239041,2020-04-06 23:59:57,0,0,0,0.0,0.0,Craft Along with Lynda: Write to combat Coronavirus Stress - 6 Reasons Why... 
1247313125524877317,2020-04-06 23:59:57,0,0,0,0.2656,0.3833,"Fabric pastels and embroidery thread
Spread  not germs.

This is the first of a collection I'm making to try and raise a little money to help those struggling with the current situation. I wanted to help, this is the best I could think of 
#lockdownuk #COVID19 pic.twitter.com/VtvNfNJFLw"
1247313125113815042,2020-04-06 23:59:57,0,0,0,-0.0833,0.4667,"""Country open by mid-May."" | Conrad Black: Coronavirus Consequences Coming into View "
1247313125034074114,2020-04-06 23:59:57,0,0,0,-0.1556,0.2889,why TF doesn't  take this bullshit #misinformation about #COVID19 down???
1247313125004754947,2020-04-06 23:59:57,0,0,0,0.0,0.0,How coronavirus COVID-19 attacks the body  via 
1247313124522446849,2020-04-06 23:59:57,11,0,0,-0.0625,0.25,"When an elderly client asked St. Paul’s Vibe Realty to host showings of the home she still occupies, they said no. And they’re asking other Realtors to do the same. A two-week time-out for #Coronavirus? "
1247313123494805509,2020-04-06 23:59:57,0,0,0,0.075,0.525,"Massive respect for  finding a creative way to get information to victims of #domesticabuse who may be trapped with their abuser during #COVID19 Lockdown.

For anyone who needs it that number is the National Domestic Abuse helpline 0808 2000 247 "
1247313122462806016,2020-04-06 23:59:57,2,1,0,0.025,0.45,"California has enough ventilators for now, Newsom says. Coronavirus peak not expected until May
#Coronavirus #COVID19 #Pandemic #Quarantine #California"
1247313122320355328,2020-04-06 23:59:56,0,0,0,-0.4375,0.525,AOC Claims She’s Victim Of Violent Threats For Trying To Make Coronavirus About Race 
1247313120994848769,2020-04-06 23:59:56,0,0,0,-0.0278,0.2944,"""Well, I'm Upset"" - Dr. Oz Vents After NY Governor Cuomo Shuts Down His Study on Hydroxychloroquine for Early Treatment of Coronavirus (VIDEO)  via "
1247313119518621696,2020-04-06 23:59:56,0,0,0,0.0,0.0,"Hey WH Press corp, I dare you to not show up at the coronavirus  briefing tomorrow.  I triple dog dare you. It will help with our anxiety."
1247313118079922177,2020-04-06 23:59:55,9,2,5,0.5,0.5,"Just 3 days of lockdown here at Ogun State and someone is already out of gas. So, he decided to use the Ancient method to cook.
OK... Issalright... Lemme coman be going..
#lockdowneffect
#COVID19 #ogunstate    "
1247313117006176257,2020-04-06 23:59:55,2,0,0,0.0,0.0,My laptop is infected with coronavirus.
1247313116502818817,2020-04-06 23:59:55,0,1,0,0.0682,0.6023,"13 New deaths in USA. Total deaths in USA: 10859
4 New deaths in Australia. Total deaths in Australia: 45
1 New death in Panama. Total deaths in Panama: 55

#Covid_19 #COVID2019"
1247313115055702017,2020-04-06 23:59:55,0,0,0,0.4688,0.65,"""Months""??? Don't try to be our hero!  ""I"" ""I"" ""I""  Not about you Joe but so glad you called!  He said some very gracious things about you!  Did you see? Return to humanity Joe! During this #Coronavirus #Plague"
1247313114997063685,2020-04-06 23:59:55,0,0,0,0.0,0.0,Coronavirus: Boris Johnson moved to intensive care as symptoms worsen 
1247313114825207808,2020-04-06 23:59:55,0,0,0,0.2,0.2,"Trump thanks 3M, Apple for coronavirus production efforts "
1247313112430268416,2020-04-06 23:59:54,0,0,0,-0.2111,0.6556,"What idiots. Seriously. You cannot awaken everyone. Many people choose to let fear guide them.
#COVID19
#Covid_19"
1247313108336398337,2020-04-06 23:59:53,0,1,0,0.0,0.0,"Well, you play, you pay. Shouldn't of ignored the warnings! 
.
#springbreak #springbreak2020 #covid19 #coronavirus #madeinchina #wohanvirus #Mexico #college #collegelife #student #PartyDontStop #Spring #StayHomeSaveLives #StayHomeChallenge #StayHomeForHavasu"
1247313107917078528,2020-04-06 23:59:53,0,0,0,0.0,0.0,So what source says he has ties to coronavirus? I haven't heard that.
1247313106994368513,2020-04-06 23:59:53,1,0,0,0.0,0.0,Coronavirus crisis prompts German rethink on eurobonds  via 
