tweet_id,timestamp_1,likes,retweets,replies,polarity,subjectivity,clean_text
1232455232115707906,2020-02-25 23:59:59,0,0,0,-0.5,1.0,"hi. sorry, my translators not doing so well. What is going on with the Corona Virus in your country?"
1232455232061198337,2020-02-25 23:59:59,0,0,0,0.0,0.0667,Update: Public Health Response to the Coronavirus Disease 2019 ...  via @
1232455230576447489,2020-02-25 23:59:59,0,0,0,-0.0333,0.3667,"The U.S. military is bracing for coronavirus cases to rise in Germany, potentially putting thousands of troops on lockdown or restricted movement, according to the head of U.S. European Command.

"
1232455230408675328,2020-02-25 23:59:59,1,0,0,0.0,0.0,"Oh... net neutrality was Coronavirus, too.
They just didn't have a test for it at the time."
1232455230182182912,2020-02-25 23:59:59,2,0,0,0.3333,0.8333,Im praying to god that the corona virus does'int end up in Arkansas luckily we are already planning.#coronavirus #Arkansas #wepraying
1232455230039543809,2020-02-25 23:59:59,0,0,0,-0.2,0.3625,Trump official says coronavirus death rate same as flu – despite it being 100 times worse  via 
1232455229758525445,2020-02-25 23:59:59,0,0,0,0.0,0.0,Red Sox prospect quarantined amid #coronavirus concerns #Boston #MLB #CoronavirusOutbreak 
1232455227426529280,2020-02-25 23:59:58,0,0,0,0.0,0.0,"Coronavirus hits the global supply chain, the demise of at-home-trading and updates on the Saudi infiltration of Twitter on  "
1232455223815229440,2020-02-25 23:59:57,0,0,0,-0.375,0.5,"And dumb ass Trump thinks the coronavirus will just go away when the weather warms up. 
"
1232455222804398081,2020-02-25 23:59:57,428,70,19,-0.0986,0.4714,"Agenda:  
1: Tell CDC to say everything is contained
2:  Tell Public Trump as the BEST IMMUNITY system ever!
3:  Blame Coronavirus on ""dirty immigrants"" 
4: Fire Head of CDC - blame Obama
5: Quietly remove the sick to camps - repeat, ""everything is contained!""
6: Play Golf"
1232455232115707906,2020-02-25 23:59:59,0,0,0,-0.5,1.0,"hi. sorry, my translators not doing so well. What is going on with the Corona Virus in your country?"
1232455232061198337,2020-02-25 23:59:59,0,0,0,0.0,0.0667,Update: Public Health Response to the Coronavirus Disease 2019 ...  via @
1232455230576447489,2020-02-25 23:59:59,0,0,0,-0.0333,0.3667,"The U.S. military is bracing for coronavirus cases to rise in Germany, potentially putting thousands of troops on lockdown or restricted movement, according to the head of U.S. European Command.

"
1232455230408675328,2020-02-25 23:59:59,1,0,0,0.0,0.0,"Oh... net neutrality was Coronavirus, too.
They just didn't have a test for it at the time."
1232455230182182912,2020-02-25 23:59:59,2,0,0,0.3333,0.8333,Im praying to god that the corona virus does'int end up in Arkansas luckily we are already planning.#coronavirus #Arkansas #wepraying
1232455230039543809,2020-02-25 23:59:59,0,0,0,-0.2,0.3625,Trump official says coronavirus death rate same as flu – despite it being 100 times worse  via 
1232455229758525445,2020-02-25 23:59:59,0,0,0,0.0,0.0,Red Sox prospect quarantined amid #coronavirus concerns #Boston #MLB #CoronavirusOutbreak 
1232455227426529280,2020-02-25 23:59:58,0,0,0,0.0,0.0,"Coronavirus hits the global supply chain, the demise of at-home-trading and updates on the Saudi infiltration of Twitter on  "
1232455223815229440,2020-02-25 23:59:57,0,0,0,-0.375,0.5,"And dumb ass Trump thinks the coronavirus will just go away when the weather warms up. 
"
1232455222804398081,2020-02-25 23:59:57,428,70,19,-0.0986,0.4714,"Agenda:  
1: Tell CDC to say everything is contained
2:  Tell Public Trump as the BEST IMMUNITY system ever!
3:  Blame Coronavirus on ""dirty immigrants"" 
4: Fire Head of CDC - blame Obama
5: Quietly remove the sick to camps - repeat, ""everything is contained!""
6: Play Golf"
1232455220531089408,2020-02-25 23:59:57,0,0,0,0.0815,0.5296,The importance of “The wall” will soon be relevant.  The deep state Globalist are attaching the world through The Coronavirus. Attempt to bring down the soaring US economy by fear of world epidemic. The Coronavirus is a weaponized tool unleashed to cause unrest
1232455219918696450,2020-02-25 23:59:56,0,0,1,0.25,0.3333,first coronavirus case in brazil here we go
1232455217196613632,2020-02-25 23:59:56,0,0,0,-0.15,0.675, The fact of the matter in regards to coronavirus is that this is not President Trumps fault. China did not disclose to the CDC what they knew about the virus until it was much to late. Totally China's fault.
1232455213811781632,2020-02-25 23:59:55,0,0,4,0.0,0.4,There's currently no vaccine for coronavirus.
1232455212654219264,2020-02-25 23:59:55,0,0,0,-0.1,0.9,"#isitok  It is of absolutely no value to know whether the Coronavirus originated in a pangolin and was spread by bats, or (as an alternative hypothesis) whether it originated in Daleks and was spread by the Cybermen."
1232455211605581825,2020-02-25 23:59:55,0,0,0,0.5,0.8333,"Computex Organizers Remain Confident Show Will Go On, Despite Coronavirus "
